	data_collection_round	Marital status - Head of Household	single_headed_household	Number household member boy under5 years old	Number household member _girl_under5 years old	Number household member boy_5_17 years old	household_girl_5_17	number adult household members years old	Total household number	diarrhea_under_5	house_type	Households use bottled water as drinking water source	Household treating water	Improvedsanitationfacility	Mentionedafterdefecating	Mentionedbeforeeating	Mentionedbeforeeatingafterdefecating	Mentionedbeforefeedingchild	handwashingfull	Household praticing open defecation	Frequency respondant report handwhashing a day	Improved water source
1607	Baseline	Married	No	0	0	1	1	2	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Unimproved water source
1608	Baseline	Married	No	0	0	0	0	5	5	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1609	Baseline	Married	No	1	0	0	0	2	3	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water without Soap	No open defecation	3 - 4 times	Unimproved water source
1610	Baseline	Married	No	0	0	2	0	2	4	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1611	Baseline	Married	No	1	0	1	1	3	6	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1612	Baseline	Married	No	0	0	0	1	3	4	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1613	Baseline	Married	No	0	2	3	2	2	9	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Unimproved water source
1614	Baseline	Married	No	1	0	0	2	2	5	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Unimproved water source
1615	Baseline	Married	No	0	0	1	0	2	3	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Unimproved water source
1616	Baseline	Married	No	0	0	1	2	2	5	No	Hut	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
1617	Baseline	Married	No	0	0	1	1	2	4	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1618	Baseline	Married	No	0	0	0	1	1	2	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1619	Baseline	Married	No	1	0	0	1	2	4	No	Timber and concrete	Bottled water	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1620	Baseline	Married	No	0	2	1	0	3	6	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1621	Baseline	Married	No	0	0	1	1	2	4	No	Timber and concrete	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Unimproved water source
1622	Baseline	Married	No	1	0	1	1	4	7	No	Concrete	Other source	No	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1623	Baseline	Married	No	0	0	2	1	5	8	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1624	Baseline	Married	No	0	0	0	1	4	5	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1625	Baseline	Married	No	0	0	1	1	3	5	No	Concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1626	Baseline	Married	No	0	0	0	0	3	3	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1627	Baseline	Married	No	1	0	0	0	2	3	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1628	Baseline	Widowed	Yes	0	0	1	0	3	4	No	Concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1629	Baseline	Married	No	1	0	0	0	2	3	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	No	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1630	Baseline	Married	No	0	0	1	2	2	5	No	Hut	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1631	Baseline	Married	No	0	0	2	2	3	7	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Unimproved water source
1632	Baseline	Married	No	0	0	1	1	2	4	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Unimproved water source
1633	Baseline	Married	No	0	0	1	0	2	3	No	Concrete	Bottled water	No	Improved toilet facility	Yes	No	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1634	Baseline	Married	No	1	0	1	1	2	5	No	Timber and concrete	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1635	Baseline	Married	No	0	0	2	2	2	6	No	Makeshift shelter	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1636	Baseline	Married	No	0	1	0	0	7	8	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
1637	Baseline	Married	No	0	0	1	2	5	8	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
1638	Baseline	Married	No	1	2	0	0	2	5	No	Makeshift shelter	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1639	Baseline	Married	No	0	0	1	2	2	5	No	Timber frame	Other source	No	Improved toilet facility	No	No	No	No	Handwashing facility without Water and Soap	No open defecation	5 - 6 times	Improved water source
1640	Baseline	Married	No	0	0	0	0	3	3	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1641	Baseline	Married	No	0	0	1	0	4	5	No	Timber and concrete	Bottled water	No	Improved toilet facility	No	No	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1642	Baseline	Married	No	1	0	0	1	2	4	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	No	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1643	Baseline	Married	No	0	0	0	0	3	3	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	No Handwashing facility	No open defecation	5 - 6 times	Improved water source
1644	Baseline	Married	No	1	0	0	0	3	4	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1645	Baseline	Married	No	2	0	0	1	2	5	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1646	Baseline	Married	No	0	1	3	1	2	7	No	Makeshift shelter	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1647	Baseline	Married	No	0	0	1	2	2	5	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1648	Baseline	Married	No	0	0	1	2	2	5	No	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1649	Baseline	Married	No	0	0	3	1	3	7	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1650	Baseline	Married	No	0	0	0	0	2	2	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	7 times and more	Improved water source
1651	Baseline	Married	No	0	0	1	2	3	6	No	Makeshift shelter	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	No Handwashing facility	No open defecation	5 - 6 times	Improved water source
1652	Baseline	Married	No	0	0	1	0	3	4	No	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
1653	Baseline	Married	No	0	0	1	0	2	3	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1654	Baseline	Married	No	0	0	2	1	2	5	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1655	Baseline	Married	No	0	1	0	0	2	3	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1656	Baseline	Married	No	0	0	2	1	2	5	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1657	Baseline	Married	No	0	0	0	1	3	4	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1658	Baseline	Married	No	1	1	0	1	2	5	No	Timber and concrete	Other source	No	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1659	Baseline	Married	No	1	0	0	0	2	3	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1660	Baseline	Widowed	Yes	0	0	1	2	2	5	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	No Handwashing facility	No open defecation	7 times and more	Improved water source
1661	Baseline	Married	No	0	1	1	0	2	4	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	3 - 4 times	Improved water source
1662	Baseline	Married	No	0	0	2	2	2	6	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
1663	Baseline	Married	No	0	2	1	1	5	9	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
1664	Baseline	Married	No	1	0	0	0	2	3	No	Makeshift shelter	Other source	Yes	Improved toilet facility	No	No	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1665	Baseline	Married	No	0	0	0	0	1	1	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	No Handwashing facility	Open defecation	3 - 4 times	Improved water source
1666	Baseline	Married	No	1	0	3	3	2	9	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1667	Baseline	Married	No	2	1	0	0	2	5	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1668	Baseline	Married	No	0	0	1	0	4	5	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1669	Baseline	Married	No	1	0	0	1	5	7	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1670	Baseline	Married	No	0	1	1	1	2	5	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
1671	Baseline	Married	No	0	0	0	1	2	3	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
1672	Baseline	Married	No	2	0	0	0	2	4	No	Hut	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
1673	Baseline	Married	No	0	0	1	2	2	5	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1674	Baseline	Married	No	0	0	1	0	2	3	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
1675	Baseline	Married	No	0	0	2	1	2	5	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
1676	Baseline	Married	No	2	0	1	0	3	6	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1677	Baseline	Married	No	0	0	1	0	4	5	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water without Soap	No open defecation	3 - 4 times	Improved water source
1678	Baseline	Married	No	0	1	1	1	3	6	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	5 - 6 times	Improved water source
1679	Baseline	Married	No	1	1	1	1	2	6	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1680	Baseline	Married	No	0	0	0	1	1	2	No	Timber frame	Bottled water	No	Improved toilet facility	No	Yes	No	No	No Handwashing facility	No open defecation	5 - 6 times	Improved water source
1681	Baseline	Married	No	0	0	1	1	3	5	No	Hut	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	3 - 4 times	Improved water source
1682	Baseline	Married	No	1	0	0	0	3	4	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1683	Baseline	Married	No	0	0	0	0	2	2	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
1684	Baseline	Married	No	0	0	1	1	1	3	No	Makeshift shelter	Other source	Yes	Improved toilet facility	No	No	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
1685	Baseline	Married	No	1	2	0	0	3	6	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1686	Baseline	Married	No	0	0	1	0	4	5	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
1687	Baseline	Married	No	0	0	1	2	2	5	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
